pairs,labels
viator - a tool family for graphical networking and data view creations heymann  k tham  a kilian  g wegner  p rieger  d merkel  j freytagvldb2002 [SEP] viator - a tool family for graphical networking and data view creations heymann  k tham  a kilian  g wegner  p rieger  dvldb 2002.0,1
repositories and object oriented databasesp bernsteinsigmod record1998 [SEP] approaches to deductive object-oriented databasesaaa fernandes  nw paton  mh williams  a bowles,0
report on second international workshop on advanced issues of e-commerce and web-based information systems2000 [SEP] report on the 1995 international workshop on temporal databasesa segev  cs jensen  rt snodgrasssigmod record 1995.0,0
continuous queries over data streamss babu  j widomsigmod record2001 [SEP] continously adaptive continuous queries over streamss madden  m shah  j hellerstein  v ramanproc . of acm sigmod,0
efficient and effective clustering methods for spatial data miningr ng  j hanvldb1994 [SEP] efficient and effective clustering methods for spatial data mining  procr ng  j hanvldb,1
the ores temporal database management systemb theodoulidis  a ait-braham  g andrianopoulos  j chaudhary  g karvelis  s sousigmod conference1994 [SEP] the architecture of an active database management systemu dayal  d mccarthyacm sigmod conf ,0
revisiting commit processing in distributed database systemsr gupta  j haritsa  k ramamrithamsigmod conference1997 [SEP] spatial query processing in an object-oriented database systemja orensteinproceedings of the 1986 acm sigmod international conference,0
an overview of data warehousing and olap technologys chaudhuri  u dayalsigmod record1997 [SEP] ã cents â ? ¬ å?an overview of data warehousing and olap technologies  ã cents â ? ¬ â ? procs chaudhuri  u dayalacm sigmod ,1
sideway value algebra for object-relational databasesg жzsoyoglu  a al-hamdani  i altingіvde  s жzel  ж ulusoy  z жzsoyogluvldb2002 [SEP] converting relational to object-oriented databasesj fongsigmod record 1997.0,0
integrating heterogenous overlapping databases through object-oriented transformationsv josifovski  t rischvldb1999 [SEP] translating object-oriented database transactions into relational transactionsj fonginformation & software technology 2002.0,0
editor 's notesl liusigmod record2001 [SEP] editors ' notesjh astrachan,0
nodose version 2.0b adelberg  m dennysigmod conference1999 [SEP] pep version 2.0c stehno,0
spatial data management for computer aided designh kriegel  a mќller  m pіtke  t seidlsigmod conference2001 [SEP] spatial management of datacf herotâ ? ¦acm transactions on database systems 1980.0,0
the xml typechecking problemd suciusigmod record2002 [SEP] the xml typechecking problemd suciusigmod record 2002.0,1
client-server paradised dewitt  n kabra  j luo  j patel  j yuvldb1994 [SEP] client-server paradisedj dewitt  n kabra  j luo  jm patel  jb yuvldb 1994.0,1
paradise : a database system for gis applicationsp teamsigmod conference1995 [SEP] gigascope : a stream database for network applicationst johnson  c cranor  o spatsheck  v shkapenyukproc 2003 acm sigmod international conference on management & hellip ; ,0
open object database management systems1994 [SEP] database management systemsr ramakrishnan  j gehrke2002.0,0
a framework for information visualisationj kennedy  k mitchell  p barclaysigmod record1996 [SEP] a framework for physically-based information visualizationtc sprenger  mh gross  a eggenberger  m kaufmann,0
interaction of query evaluation and buffer management for information retrievalb jѓnsson  m franklin  d srivastavasigmod conference1998 [SEP] interface issues and interaction strategie for information retrievals heminger  n berlkinproceedings of : acm ,0
open object database management systems1994 [SEP] view management in distributed data base systemse bertino  lm haas  bg lindsayvldb 1983.0,0
schemasql - a language for interoperability in relational multi-database systemsl lakshmanan  f sadri  i subramanianvldb1996 [SEP] logic and algebraic languages for interoperability in multidatabase systemslvs lakshmanan  f sadri  in subramanian,0
repositories and object oriented databasesp bernsteinsigmod record1998 [SEP] on using prolog to implement object-oriented databasesnw paton  s leishman  sm embury  pmd grayinformation and software technology 1993.0,0
the mlpq/gis constraint database systemp revesz  r chen  p kanjamala  y li  y liu  y wangsigmod conference2000 [SEP] deductive database systemg phippcproc acn sigmod on management of data ,0
coalescing in temporal databasesm bіhlen  r snodgrass  m soovldb1996 [SEP] view indexing in relational databasesn roussopoulosacm transactions on database systems 1982.0,0
information sharing across private databasesr agrawal  a evfimievski  r srikantsigmod conference2003 [SEP] incomplete information in object-oriented databasesr zicarisigmod record 1990.0,0
the role of b2b engines in b2b integration architecturesc busslersigmod record2002 [SEP] on the role of net-centric computing in enterprise integration architecturesd smith  s tilley,0
analysis of locking behavior in three real database systemsv singhal  a smithvldb j.1997 [SEP] a simple analytic model for performance of exclusive locking in database systemsn goodman  r suri  yc tayproceedings of the 2nd acm sigact-sigmod symposium on & hellip ; 1983.0,0
spirit : sequential pattern mining with regular expression constraintsm garofalakis  r rastogi  k shimvldb1999 [SEP] spirit : sequential pattern mining with regular expression constraintsm garofalakis  r rastogi  k shimvldb 1999.0,1
beyond market baskets : generalizing association rules to correlationss brin  r motwani  c silversteinsigmod conference1997 [SEP] beyond market basket analysis : generalizing association rules to correlationss brin  r motwani  l page  t winogradacm sigmod conference ,1
continuously adaptive continuous queries over streamss madden  m shah  j hellerstein  v ramansigmod conference2002 [SEP] continuously adaptive continuous queries over streamss madden  ma shah  jm hellerstein,1
the ecrc multi database systemw jonker  h schќtzsigmod conference1995 [SEP] on the costs of multilingualism in database systemsa kumaran  jr haritsaproceedings of the international conference on very large & hellip ; ,0
bitmap index design and evaluationc chan  y ioannidissigmod conference1998 [SEP] business model design and evolutionm weiss  d amyot,0
performance evaluation of a new distributed deadlock detection algorithmc yeung  s hung  k lamsigmod record1994 [SEP] distributed concurrency control performance : a study of algorithmsmj carey  m livnydistribution  and replication  '' proc . of vldb conf.  august ,0
hypertext databases and data mining1999 [SEP] hypertext databases and data minings chakrabarti,1
index nesting - an efficient approach to indexing in object-oriented databasesb ooi  j han  h lu  k tanvldb j.1996 [SEP] semanticmodelling of object-oriented databasesmbe m & dehoe . vldb ,0
proceedings of the 2002 acm sigmod international conference on management of data  madison  wisconsin  june 3-6  20022002 [SEP] source international conference on management of data archivep buneman  s jajodiaproceedings of the 1993 acm sigmod international conference & hellip ; 1993.0,0
business data management for b2b electronic commercec quix  m schoop  m jeusfeldsigmod record2002 [SEP] data management issues in electronic commerce guest editor 's introductiona dogacsigmod record 2002.0,0
scalable parallel data mining for association rulese han  g karypis  v kumarsigmod conference1997 [SEP] mining association rules from quantitative datatp hong  cs kuo  sc chiintelligent data analysis 1999.0,0
the persistent cache : improving oid indexing in temporal object-oriented database systemsk nјrvхgvldb1999 [SEP] the persistent cache : improving oid indexing in temporal object-oriented database systemsidt.unit.novldb 1999.0,1
vqbd : exploring semistructured datas chawathe  t baby  j yeosigmod conference2001 [SEP] storing semistructed data with storeda deutsch  m fernandez  d suciuproceedings of the acm sigmod international conference on & hellip ; ,0
a query language and optimization techniques for unstructured datap buneman  s davidson  g hillebrand  d suciusigmod conference1996 [SEP] query decomposition and view maintenance for query languages for unstructured datad suciuvldb 1996.0,0
tail recursion elimination in deductive databasesk rossacm trans . database syst .1996 [SEP] integrity constraint in deductive databasesra kowalski  f sadri  p soperproceedings of the 13th vldb conference  brighton,0
optimizing multiple dimensional queries simultaneously in multidimensional databasesw liang  m orlowska  j yuvldb j.2000 [SEP] simultaneous optimization and evaluation ofmultiple dimensional queriesy zhao  p deshpande  j naughton  a shuklaproc . ofthe acm sigmod conf . on management,0
a comprehensive xquery to sql translation using dynamic interval encodingd dehaan  d toman  m consens  m жzsusigmod conference2003 [SEP] a comprehensive xquery to sql translation using dynamic interval encodingd dehaan  d toman  mp consenssigmod conference 2003.0,1
weaving relations for cache performancea ailamaki  d dewitt  m hill  m skounakisvldb2001 [SEP] hill : weaving relations for cache performancea ailamaki  dj dewitt  d marksubmitted for publication  february ,1
dyda : data warehouse maintenance in fully concurrent environmentsj chen  x zhang  s chen  a koeller  e rundensteinersigmod conference2001 [SEP] efficient data view maintenance warehousesd agrawal  a el abbadi  a singh  t yurekproc . acm sigmod ,0
building light-weight wrappers for legacy web data-sources using w4fa sahuguet  f azavantvldb1999 [SEP] building light-weight wrappers for legacy web data-sources using w4ff azavant  a sahuguetinternational conference on very large databases ( vldb ) ,1
a query language and optimization techniques for unstructured datap buneman  s davidson  g hillebrand  d suciusigmod conference1996 [SEP] a query language for multidimensional arrays : design  implementation  and optimization techniquesl leonid  m ronaâ ? ¦proceedings of the 1996 acm sigmod international conference & hellip ; ,0
efficient algorithms for minimizing tree pattern queriesp ramanansigmod conference2002 [SEP] efficientalgorithmsfor processing xpath queriesg gottlob  c koch  r pichlerproc . of,0
keynote address1995 [SEP] keynote address on concurrent programmingpb hansen,0
a data model and data structures for moving objects databasesl forlizzi  r gќting  e nardelli  m schneidersigmod conference2000 [SEP] an architecture and data model for cad databasesap buchmannvldb 1985.0,0
index concurrency control in firm real-time database systemsb goyal  j haritsa  s seshadri  v srinivasanvldb1995 [SEP] index concurrency control in firm real-time databasessr narayanan1997.0,1
index concurrency control in firm real-time database systemsb goyal  j haritsa  s seshadri  v srinivasanvldb1995 [SEP] robust real-time index concurrency controls narayanan  b goyal  j haritsa  s seshadritechnical report tr-97-03  dsl/serc  indian institute of science,0
converting relational to object-oriented databasesj fongsigmod record1997 [SEP] view definition in an object-oriented databases monkinformation and software technology ,0
mining fuzzy association rules in databasesc kuok  a fu  m wongsigmod record1998 [SEP] fast algorithms for mining association rules in large databases  ibm research report rj9839 [ r ]r agrawal  r skirantsan jose  california : ibm almaden research center ,0
semint : a system prototype for semantic integration in heterogeneous databasesw li  c cliftonsigmod conference1995 [SEP] a mobile computer interface for heterogeneous databasesr alonso  em haber  hf korthresearch issues in data engineering  1993 : interoperability & hellip ; 1993.0,0
space-efficient online computation of quantile summariesm greenwald  s khannasigmod conference2001 [SEP] space-efficient online computation of quantile summariesm greenwald  s khannasigmod conference 2001.0,1
index configuration in object-oriented databasese bertinovldb j.1994 [SEP] index nesting-an efficient approach to indexing in object-oriented databasesbc ooi  j han  h lu  kl tanthe vldb journal the international journal on very large & hellip ; 1996.0,0
a logical foundation for deductive object-oriented databasesm liu  g dobbie  t lingacm trans . database syst .2002 [SEP] a model of queries for object-oriented databases  15th intw kimconf . on very large data bases ,0
editor 's notesl liusigmod record2003 [SEP] editors ' noteslf goodchild  ke green  el katz  rc kluevernew directions for higher education ,0
coalescing in temporal databasesm bіhlen  r snodgrass  m soovldb1996 [SEP] join operations in temporal databasesd gao  cs jensen  rt snodgrass  md soothe vldb journal the international journal on very large & hellip ; 2005.0,0
locating data sources in large distributed systemsl galanis  y wang  s jeffery  d dewittvldb2003 [SEP] load distributing for locally distributed systemsng shivaratri  p krueger  m singhal,0
adapting materialized views after redefinitionsa gupta  i mumick  k rosssigmod conference1995 [SEP] e-ciently updating materialized viewsj blakely  p larson  f tompaproceedings acm sigmod conference on management of,0
guest editor 's introduction1998 [SEP] guest editor 's introductionsa goldmanmachine learning 1995.0,0
database systems management and oracle8c dohertysigmod conference1998 [SEP] rule management in objectoriented database systemso diaz  nw paton  pmd grayproc . vldb ,0
improving timeliness in real-time secure database systemss son  r david  b thuraisinghamsigmod record1996 [SEP] secure transaction processing in firm real-time database systemsb george  j haritsasigmod conference 1997.0,0
dblearn : a system prototype for knowledge discovery in relational databasesj han  y fu  y huang  y cai  n cerconesigmod conference1994 [SEP] aaai-94 workshop knowledge discovery in databasesum fayyad  r uthurusamyseattle  washington ,0
semantic access : semantic interface for querying databasesn rishe  j yuan  r athauda  s chen  x lu  x ma  a vaschillo  a shaposhnikov  d vasilevskyvldb2000 [SEP] a user-centered interface for querying distributed multimedia databasesif cruz  km jamessigmod conference 1999.0,0
the sr-tree : an index structure for high-dimensional nearest neighbor queriesn katayama  s satohsigmod conference1997 [SEP] an adaptive index structure for high-dimensional similarity searchp wu  bs manjunath  s chandrasekaran,0
lambda-db : an odmg-based object-oriented dbmsl fegaras  c srinivasan  a rajendran  d maiersigmod conference2000 [SEP] implementation aspects of an object-oriented dbmsa dogac  m altinel  c ozkan  i durusoysigmod record 1995.0,0
dyda : data warehouse maintenance in fully concurrent environmentsj chen  x zhang  s chen  a koeller  e rundensteinersigmod conference2001 [SEP] efficient view maintenance at data warehousesd agrawal  a el abbadi  a singh  t yureksigmod rec 1997.0,0
change-centric management of versions in an xml warehousea marian  s abiteboul  g cobena  l mignetvldb2001 [SEP] change-centric management of versions in an xml warehouse  september 2001a marian  s abiteboul  g cobena  l mignet,1
the ccube constraint object-oriented database systema brodsky  v segal  j chen  p exarkhopoulosigmod conference1999 [SEP] integrating a structured-text retrieval system with an object-oriented database systemtw yantt  j annevelinkt,0
aggregation algorithms for very large compressed data warehousesj li  d rotem  j srivastavavldb1999 [SEP] efficient aggregation algorithms on very large compressed data warehousesj li  y li  j srivastava,1
fast nearest neighbor search in medical image databasesf korn  n sidiropoulos  c faloutsos  e siegel  z protopapasvldb1996 [SEP] siegel . e & and protopapas . z. ( 1996 ) . fast nearest-neighbor search in medical image databasesp korn  n sidiropoulos  c faloutsosproceedings of 22 thinternational conference on very large,1
mpeg-7 and multimedia database systemsh koschsigmod record2002 [SEP] standard for multimedia databasesjr smithproceedings of the 2001 acm sigmod international conference & hellip ; 2001.0,0
locating data sources in large distributed systemsl galanis  y wang  s jeffery  d dewittvldb2003 [SEP] resource management in large distributed systemsa goscinski  m bearman,0
database research at arizona state universitys urban  s dietrich  f golshanisigmod record1996 [SEP] database research at the university of oklahoma .acms anthologysigmod record 1999.0,0
mining generalized association rulesr srikant  r agrawalvldb1995 [SEP] mining association rules between sets of items in large databasesra pi  t imielinski  a swamiproc . acm sigmod intâ ?? l conj : management of data ,0
query optimization for selections using bitmapsm wusigmod conference1999 [SEP] query optimization for codasyl database systemsu dayal  n goodman,0
editor 's notesjennifer widomsigmod record1996 [SEP] editor 's notessm richardsonnew directions for teaching and learning 1999.0,0
discover : keyword search in relational databasesv hristidis  y papakonstantinouvldb2002 [SEP] dynamic query interpretation in relational databasesad ` atri  p di felice  m moscariniproceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; 1987.0,0
a foundation for multi-dimensional databasesm gyssens  l lakshmananvldb1997 [SEP] a toolkit for negotiation support interfaces to multi-dimensional datam gebhardt  m jarkesigmod conference 1997.0,0
optimizing queries on filesm consens  t milosigmod conference1994 [SEP] optimizing queries across diverse data sourcesh laura  hd kossmann  el wimmersâ ? ¦ptoc . 23rd int . conf . on vety large data bases ,0
editor 's notes2001 [SEP] editors ' notesjh astrachan,0
gea : a toolkit for gene expression analysisj phan  r ngsigmod conference2002 [SEP] cluster analysis for gene expression data : a surveyd jiang  c tang  a zhangieee transactions on knowledge and data engineering 2004.0,0
efficient filtering of xml documents with xpath expressionsc chan  p felber  m garofalakis  r rastogivldb j.2002 [SEP] efficient filtering of xml documents forselective dissemination of informationm altinel  m franklinproc . the 26th intâ ?? l conf . on very large data bases,0
foundations of preferences in database systemsw kieпlingvldb2002 [SEP] synergistic authorization in database systemsnh minskyvldb 1981.0,0
data grid management systemsa jagatheesan  a rajasekarsigmod conference2003 [SEP] extensible database management systemsmj carey  lm haassigmod record 1990.0,0
high-dimensional index structures  database support for next decade 's applications ( tutorial )s berchtold  d keimsigmod conference1998 [SEP] high-dimensional index structures  database support for next decade 's applicationss berchtold  da keimsigmod record 1998.0,1
a logical foundation for deductive object-oriented databasesm liu  g dobbie  t lingacm trans . database syst .2002 [SEP] an application perspective to deductive object basesm jarke  m staudt,0
priority assignment in real-time active databasesr sivasankaran  j stankovic  d towsley  b purimetla  k ramamrithamvldb j.1996 [SEP] priority assignment in real-time active databasesb purimetla  rm sivasankaran  ja stankovic  kparallel and distributed information systems  1994.  & hellip ; 1994.0,1
guest editor 's introduction1998 [SEP] guest editorialj mai  e marani  s hakomorithe histochemical journal 1992.0,0
index configuration in object-oriented databasese bertinovldb j.1994 [SEP] a visual language for object-oriented databases .if cruzinternational conference on management of data ,0
accessing relational databases from the world wide webt nguyen  v srinivasansigmod conference1996 [SEP] world wide database-integrating the web  corba  and databasesa bouguettaya  b benatallah  l hendra  j beard  k,0
aurora : a data stream management systemd abadi  d carney  u чetintemel  m cherniack  c convey  c erwin  e galvez  m hatoun  a maskey  a rasin  a singer  m stonebraker  n tatbul  y xing  r yan  s zdoniksigmod conference2003 [SEP] an integration framework for sensor networks and data stream management systemsdj abadi  w lindner  s madden  j schulerproceedings of the international conference on very large & hellip ; 2004.0,0
an efficient algorithm for mining association rules in large databasesa savasere  e omiecinski  s navathevldb1995 [SEP] a. : 1993  mining association rules between sets of items in large databasesri agrawal  t swamiproceedings of the 1993 acm sigmod international conference,0
peer-to-peer research at stanfordm bawa  b cooper  a crespo  n daswani  p ganesan  h garcia-molina  s kamvar  s marti  m schlosser  q sun  p vinograd  b yangsigmod record2003 [SEP] selected database research at stanforda keller  p rathmann  j ullman  g wiederholdacm sigmod record 1990.0,0
hd-eye : visual clustering of high dimensional dataa hinneburg  d keim  m wawryniuksigmod conference2002 [SEP] hd-eye : visual mining of high-dimensional dataa hinneburg  da keim  m wawryniukcomputer graphics and applications  ieee 1999.0,1
a foundation for multi-dimensional databasesm gyssens  l lakshmananvldb1997 [SEP] query languages for relational multidatabasesj grant  w litwin  n roussopoulos  t sellisthe vldb journal the international journal on very large & hellip ; 1993.0,0
index configuration in object-oriented databasese bertinovldb j.1994 [SEP] ownership types and safe lazy upgrades in object-oriented databasesc boyapati  b liskov  l shrira,0
a query language and optimization techniques for unstructured datap buneman  s davidson  g hillebrand  d suciusigmod conference1996 [SEP] dataguides : enabling query formulation and optimization in semistructured databasesr golman  j widomproceedings of the twenty-third internation conference on,0
caching multidimensional queries using chunksp deshpande  k ramasamy  a shukla  j naughtonsigmod conference1998 [SEP] query processing using multidimensional clustering in db2b bhattacharjee  s padmanabhan  t malkemus  lproceedings of vldb,0
a data model and data structures for moving objects databasesl forlizzi  r gќting  e nardelli  m schneidersigmod conference2000 [SEP] a cost model for clustered object-oriented databaseszh tangot  stg france,0
dynamic buffer allocation in video-on-demand systemss lee  k whang  y moon  i songsigmod conference2001 [SEP] dynamic buffer allocation in video-on-demand systemssh lee  ky whang  ys moon  iy songsigmod conference 2001.0,1
implementation of magic-sets in a relational database systemi mumick  h piraheshsigmod conference1994 [SEP] relational  and multidimensional database systemso george colliatsigmod record ,0
an efficient algorithm for mining association rules in large databasesa savasere  e omiecinski  s navathevldb1995 [SEP] discovery of multiple-level association rules from large databasesh jiawei  f yong-jianproc of ,0
cure : an efficient clustering algorithm for large databasess guha  r rastogi  k shimsigmod conference1998 [SEP] algorithms for clustering dataak jain  rc dubes1988.0,0
building knowledge base management systemsj mylopoulos  v chaudhri  d plexousakis  a shrufi  t topaloglouvldb j.1996 [SEP] please donâ ?? t call it knowledge managementr garnercomputerworld ,0
implementation aspects of an object-oriented dbmsa dogac  m altinel  c ozkan  i durusoysigmod record1995 [SEP] performance enhancement through replication in an object-oriented dbmsej shekita  mj carey,0
declarative updates of relational databasesw chenacm trans . database syst .1995 [SEP] the design of relational databasesh mannila  kj rã $ ihã $1992.0,0
the a-tree : an index structure for high-dimensional spaces using relative approximationy sakurai  m yoshikawa  s uemura  h kojimavldb2000 [SEP] an efficient index structure for high dimensional image datajs yoo  mk shin  sh lee  ks choi  kh cho  dy hur,0
the network is the database : data management for highly distributed systemsj navas  m wynblattsigmod conference2001 [SEP] notes on ddts : an apparatus for experimental research in distributed database management systemsr elmasri  c devor  s rahimiacm sigmod record 1981.0,0
guest editorial2003 [SEP] guest editora dogacacm sigmod record special section on electronic commerce ,0
a query language and optimization techniques for unstructured datap buneman  s davidson  g hillebrand  d suciusigmod conference1996 [SEP] optimization techniques for unstructured datap buneman  s davidson  g hillebrand  d suciu  aproc . of sigmod  san diego ,1
algorithms for mining association rules for binary segmentations of huge categorical databasesy morimoto  t fukuda  h matsuzawa  t tokuyama  k yodavldb1998 [SEP] ramakrishnan srikant fast algorithms for mining association rulesr agrawalproc . 20th tnt . conf very large data bases ,0
proximity search in databasesr goldman  n shivakumar  s venkatasubramanian  h garcia-molinavldb1998 [SEP] an approximate search engine for structural databasesjtl wang  x wang  d shasha  ba shapiro  k zhangproceedings of the 2000 acm sigmod int . conf . on management & hellip ; 2000.0,0
xml and information retrieval : a sigir 2000 workshop2001 [SEP] information retrieval in databasesb adityab. tech . project  iit-bombay ,0
webview materializationa labrinidis  n roussopoulossigmod conference2000 [SEP] webview materializationa labrinidis  n roussopoulos,1
a framework for clustering evolving data streamsc aggarwal  j han  j wang  p yuvldb2003 [SEP] a framework for projected clustering of high dimensional data streamsc aggarwalproceedings of the international conference on very large & hellip ; 2004.0,0
on the semantics of `` now '' in databasesj clifford  c dyreson  t isakowitz  c jensen  r snodgrassacm trans . database syst .1997 [SEP] maximal objects and the semantics of universal relation databases .r source  m zentralblattacm trans . database syst 1983.0,0
scalable parallel data mining for association rulese han  g karypis  v kumarsigmod conference1997 [SEP] sampling large databases for association rulest hannuproceedins of the 22th international conference on vldb . & hellip ; ,0
multi-table joins through bitmapped join indicesp o'neil  g graefesigmod record1995 [SEP] multi-table joins through bitmapped join indices .acms anthologysigmod record 1995.0,1
the ecrc multi database systemw jonker  h schќtzsigmod conference1995 [SEP] the cedar database management systemm brownâ ? ¦proc . 1981 acmsigmod conference on management of data  ann & hellip ; ,0
dbxplorer : enabling keyword search over relational databasess agrawal  s chaudhuri  g dassigmod conference2002 [SEP] dbxplorer : enabling keyword search over relational databasess agrawal  s chaudhuri  g dasproceedings of the 2002 acm sigmod international conference & hellip ; 2002.0,1
information systems research at george mason universitys jajodia  d barbarс  a brodsky  l kerschberg  a motro  e sibley  x wangsigmod record1997 [SEP] information systems research at george mason universitys jajodia  d barbarã ¡  a brodsky  l kerschberg  aacm sigmod record 1997.0,1
histogram-based approximation of set-valued query-answersy ioannidis  v poosalavldb1999 [SEP] approximate query answering using histogramsv poosala  v ganti  ye ioannidis,0
data page layouts for relational databases on deep memory hierarchiesa ailamaki  d dewitt  m hillvldb j.2002 [SEP] formal query languages for secure relational databasesm winslett  k smith  x qianacm transactions on database systems 1994.0,0
distributed deviation detection in sensor networkst palpanas  d papadopoulos  v kalogeraki  d gunopulossigmod record2003 [SEP] dist : a distributed spatio-temporal index structure for sensor networksa meka  a singhproceedings of the 14th acm international conference on & hellip ; 2005.0,0
research directions in biodiversity informaticsj schnasevldb2000 [SEP] research directions for distributed databasesh garcia-molina  b lindsayacm sigmod record 1990.0,0
an overview of repository technologyp bernstein  u dayalvldb1994 [SEP] an overview of data warehousing and olap technologyu dayal  s chaudhuriacm sigmod record ,0
description logics for semantic query optimization in object-oriented database systemsd beneventano  s bergamaschi  c sartoriacm trans . database syst .2003 [SEP] deadlock resolution and semantic lock models in object-oriented distributed systemsportal.acm.org,0
act-net - the active database management system manifesto : a rulebase of adbms featuressigmod record1996 [SEP] the architecture of an active data base management systemdr mccarthy,0
comparing hybrid peer-to-peer systemsb yang  h garcia-molinavldb2001 [SEP] a reputation system for peer-to-peer systemsm gupta  p judge  m ammarproceedings of acm nossdav ,0
the coral deductive systemr ramakrishnan  d srivastava  s sudarshan  p seshadrivldb j.1994 [SEP] glue-nail : a deductive database systemg phipps  ma derr  ka ross,0
disseminating updates on broadcast diskss acharya  m franklin  s zdonikvldb1996 [SEP] disseminating updates on broadcast diskss acharya  mj franklin  s zdonikproceedings of the international conference on very large & hellip ; 1996.0,1
icicles : self-tuning samples for approximate query answeringv ganti  m lee  r ramakrishnanvldb2000 [SEP] aqua : system and techniques for approximate query answeringpb gibbons  v poosala  s acharya  y bartal  y,0
keynote address1995 [SEP] keynote addressmks akyeampongproceedings of ghana animal science association symposium ,0
aquery : query language for ordered data  optimization techniques  and experimentsa lerner  d shashavldb2003 [SEP] a query language and optimization techniques for unstructured dataâ '' in sigmodp buneman  s davidson  g hillebrand  d suciusan diego ,0
