src_tgt,train_seed,f1_tgt,total_training_time,inference_time
watches_cameras,1000,0.8345141410827637,697.3593878746033,0.023084163665771484
shoes_watches,1000,0.6934733390808105,713.1447637081146,0.021563291549682617
watches_shoes,1000,0.7462846040725708,714.2836420536041,0.02119302749633789
computers_shoes,1000,0.6360204815864563,784.0958483219147,0.02391648292541504
shoes_computers,1000,0.6775888204574585,705.2159957885742,0.022431373596191406
cameras_shoes,1000,0.7299150824546814,653.6217105388641,0.033854007720947266
shoes_cameras,1000,0.7328557968139648,676.029646396637,0.03075408935546875
computers_cameras,1000,0.8196008205413818,766.6555845737457,0.021374940872192383
cameras_computers,1000,0.7473715543746948,670.9130346775055,0.03042149543762207
computers_watches,42,0.8471059799194336,805.7039823532104,0.020770549774169922
watches_computers,42,0.8079572319984436,750.9492015838623,0.020096302032470703
cameras_watches,42,0.7527535557746887,663.5752453804016,0.0203397274017334
watches_cameras,42,0.8118702173233032,695.9322321414948,0.02229166030883789
shoes_watches,42,0.6461166143417358,706.5045628547668,0.021516799926757812
watches_shoes,42,0.7410192489624023,716.4766683578491,0.02143263816833496
computers_shoes,42,0.7135774493217468,779.3223805427551,0.021403074264526367
shoes_computers,42,0.7053167223930359,707.7527596950531,0.020955801010131836
cameras_shoes,42,0.7098786234855652,653.6550259590149,0.02312755584716797
shoes_cameras,42,0.7386917471885681,673.4910407066345,0.023253917694091797
computers_cameras,42,0.8134219646453857,757.324161529541,0.0205380916595459
cameras_computers,42,0.7792913317680359,666.244220495224,0.03339529037475586
